evidence_id,relation,target_file,target_id
E_P491,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_A
E_P496,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_A
E_P531,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_A
E_P532,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_A
E_P015,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P162,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P257,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P491,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P496,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P531,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P532,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_B
E_P015,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P162,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P257,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P491,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P496,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P531,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P532,SUPPORTED_BY,type_catalog.csv,G_PTFE_ENVELOPE_C
E_P014,SUPPORTED_BY,type_catalog.csv,G_METAL_JACKET_I
E_P252,SUPPORTED_BY,type_catalog.csv,G_METAL_JACKET_I
E_P492,SUPPORTED_BY,type_catalog.csv,G_METAL_JACKET_I
E_P014,SUPPORTED_BY,type_catalog.csv,G_METAL_JACKET_II
E_P252,SUPPORTED_BY,type_catalog.csv,G_METAL_JACKET_II
E_P492,SUPPORTED_BY,type_catalog.csv,G_METAL_JACKET_II
E_P178,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_A
E_P416,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_A
E_P178,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_B
E_P416,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_B
E_P417,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_B
E_P178,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_C
E_P416,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_C
E_P178,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_D
E_P416,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_D
E_P417,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_D
E_P491,SUPPORTED_BY,type_catalog.csv,G_SPIRAL_D
E_P190,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_A
E_P432,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_A
E_P190,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_B
E_P432,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_B
E_P433,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_B
E_P190,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_C
E_P432,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_C
E_P433,SUPPORTED_BY,type_catalog.csv,G_KAMMPROFILE_C
E_P202,SUPPORTED_BY,type_catalog.csv,G_RING_OVAL
E_P446,SUPPORTED_BY,type_catalog.csv,G_RING_OVAL
E_P447,SUPPORTED_BY,type_catalog.csv,G_RING_OVAL
E_P202,SUPPORTED_BY,type_catalog.csv,G_RING_OCTAGONAL
E_P446,SUPPORTED_BY,type_catalog.csv,G_RING_OCTAGONAL
E_P447,SUPPORTED_BY,type_catalog.csv,G_RING_OCTAGONAL
E_P018,SUPPORTED_BY,type_catalog.csv,FST_PN_HEX_I
E_P254,SUPPORTED_BY,type_catalog.csv,FST_PN_HEX_I
E_P531,SUPPORTED_BY,type_catalog.csv,FST_PN_HEX_I
E_P018,SUPPORTED_BY,type_catalog.csv,FST_PN_DOUBLE_I
E_P254,SUPPORTED_BY,type_catalog.csv,FST_PN_DOUBLE_I
E_P255,SUPPORTED_BY,type_catalog.csv,FST_PN_DOUBLE_I
E_P018,SUPPORTED_BY,type_catalog.csv,FST_PN_FULL_II
E_P254,SUPPORTED_BY,type_catalog.csv,FST_PN_FULL_II
E_P255,SUPPORTED_BY,type_catalog.csv,FST_PN_FULL_II
E_P531,SUPPORTED_BY,type_catalog.csv,FST_PN_FULL_II
E_P018,SUPPORTED_BY,type_catalog.csv,FST_CL_HEX_I
E_P493,SUPPORTED_BY,type_catalog.csv,FST_CL_HEX_I
E_P018,SUPPORTED_BY,type_catalog.csv,FST_CL_FULL_HH
E_P493,SUPPORTED_BY,type_catalog.csv,FST_CL_FULL_HH
E_P494,SUPPORTED_BY,type_catalog.csv,FST_CL_FULL_HH
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PL
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PL
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PL
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_SO
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_SO
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_SO
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_WN
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_WN
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_WN
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_IF
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_IF
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_IF
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_SW
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_SW
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_SW
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_TH
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_TH
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_TH
E_P531,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_TH
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PJ_SE
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PJ_SE
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PJ_SE
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PJ_RJ
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PJ_RJ
E_P250,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_PJ_RJ
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_BL
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_BL
E_P035,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_BL_S
E_P036,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_BL_S
E_P119,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_KWN_T
E_P120,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_KWN_T
E_P119,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_KWN_S
E_P120,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_KWN_S
E_P128,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_JPL
E_P128,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_JSO
E_P128,SUPPORTED_BY,candidate_capabilities.csv,FL_PN_JWN
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_SO
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_SO
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_WN
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_WN
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_LWN
E_P532,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_LWN
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_IF
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_IF
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_SW
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_SW
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_TH
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_TH
E_P532,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_TH
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_LF_SE
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_LF_SE
E_P270,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_BL
E_P360,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_BL
E_P334,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_KWN_T
E_P335,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_KWN_T
E_P334,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_KWN_S
E_P335,SUPPORTED_BY,candidate_capabilities.csv,FL_CL_KWN_S
E_P040,SUPPORTED_BY,candidate_capabilities.csv,FACE_RF
E_P273,SUPPORTED_BY,candidate_capabilities.csv,FACE_RF
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FACE_RF
E_P040,SUPPORTED_BY,candidate_capabilities.csv,FACE_FF
E_P273,SUPPORTED_BY,candidate_capabilities.csv,FACE_FF
E_P491,SUPPORTED_BY,candidate_capabilities.csv,FACE_FF
E_P532,SUPPORTED_BY,candidate_capabilities.csv,FACE_FF
E_P040,SUPPORTED_BY,candidate_capabilities.csv,FACE_FM_M_PAIR
E_P273,SUPPORTED_BY,candidate_capabilities.csv,FACE_FM_M_PAIR
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FACE_FM_M_PAIR
E_P040,SUPPORTED_BY,candidate_capabilities.csv,FACE_T_G_PAIR
E_P273,SUPPORTED_BY,candidate_capabilities.csv,FACE_T_G_PAIR
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FACE_T_G_PAIR
E_P040,SUPPORTED_BY,candidate_capabilities.csv,FACE_RJ
E_P273,SUPPORTED_BY,candidate_capabilities.csv,FACE_RJ
E_P490,SUPPORTED_BY,candidate_capabilities.csv,FACE_RJ
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_RUBBER_FLAT
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_RUBBER_FLAT
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_RUBBER_FLAT
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_ASBESTOS_RUBBER
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_ASBESTOS_RUBBER
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_ASBESTOS_RUBBER
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_ASBESTOS_RUBBER
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_NON_ASBESTOS_FIBER
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_NON_ASBESTOS_FIBER
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_NON_ASBESTOS_FIBER
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_NON_ASBESTOS_FIBER
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_FLAT
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_FLAT
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_FLAT
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_FLAT
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_MODIFIED_PTFE
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_MODIFIED_PTFE
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_MODIFIED_PTFE
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_FLEX_GRAPHITE_REINFORCED
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_FLEX_GRAPHITE_REINFORCED
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_FLEX_GRAPHITE_REINFORCED
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_FLEX_GRAPHITE_REINFORCED
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_MICA_COMPOSITE
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_MICA_COMPOSITE
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_MICA_COMPOSITE
E_P015,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P162,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P257,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P496,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P531,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P532,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_A
E_P015,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P162,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P257,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P496,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P531,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P532,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_B
E_P015,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P162,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P257,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P496,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P531,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P532,SUPPORTED_BY,candidate_capabilities.csv,G_PTFE_ENVELOPE_C
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_METAL_JACKET_I
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_METAL_JACKET_I
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_METAL_JACKET_I
E_P014,SUPPORTED_BY,candidate_capabilities.csv,G_METAL_JACKET_II
E_P252,SUPPORTED_BY,candidate_capabilities.csv,G_METAL_JACKET_II
E_P492,SUPPORTED_BY,candidate_capabilities.csv,G_METAL_JACKET_II
E_P178,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_A
E_P416,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_A
E_P178,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_B
E_P416,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_B
E_P417,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_B
E_P178,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_C
E_P416,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_C
E_P178,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_D
E_P416,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_D
E_P417,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_D
E_P491,SUPPORTED_BY,candidate_capabilities.csv,G_SPIRAL_D
E_P190,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_A
E_P432,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_A
E_P190,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_B
E_P432,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_B
E_P433,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_B
E_P190,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_C
E_P432,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_C
E_P433,SUPPORTED_BY,candidate_capabilities.csv,G_KAMMPROFILE_C
E_P202,SUPPORTED_BY,candidate_capabilities.csv,G_RING_OVAL
E_P446,SUPPORTED_BY,candidate_capabilities.csv,G_RING_OVAL
E_P447,SUPPORTED_BY,candidate_capabilities.csv,G_RING_OVAL
E_P202,SUPPORTED_BY,candidate_capabilities.csv,G_RING_OCTAGONAL
E_P446,SUPPORTED_BY,candidate_capabilities.csv,G_RING_OCTAGONAL
E_P447,SUPPORTED_BY,candidate_capabilities.csv,G_RING_OCTAGONAL
E_P018,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_HEX_I
E_P254,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_HEX_I
E_P531,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_HEX_I
E_P018,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_DOUBLE_I
E_P254,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_DOUBLE_I
E_P255,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_DOUBLE_I
E_P018,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_FULL_II
E_P254,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_FULL_II
E_P255,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_FULL_II
E_P531,SUPPORTED_BY,candidate_capabilities.csv,FST_PN_FULL_II
E_P018,SUPPORTED_BY,candidate_capabilities.csv,FST_CL_HEX_I
E_P493,SUPPORTED_BY,candidate_capabilities.csv,FST_CL_HEX_I
E_P018,SUPPORTED_BY,candidate_capabilities.csv,FST_CL_FULL_HH
E_P493,SUPPORTED_BY,candidate_capabilities.csv,FST_CL_FULL_HH
E_P494,SUPPORTED_BY,candidate_capabilities.csv,FST_CL_FULL_HH
E_P250,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SEVERE_CYCLIC_LAP
E_P251,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SEVERE_CYCLIC_LAP
E_P490,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SEVERE_CYCLIC_LAP
E_P251,SUPPORTED_BY,hard_exclusions.csv,HX_FL_CORROSION_TH_SW
E_P491,SUPPORTED_BY,hard_exclusions.csv,HX_FL_CORROSION_TH_SW
E_P490,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SO_HAZARD
E_P490,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SO_TEMP
E_P119,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SPECIAL_NOT_ORIFICE
E_P120,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SPECIAL_NOT_ORIFICE
E_P334,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SPECIAL_NOT_ORIFICE
E_P335,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SPECIAL_NOT_ORIFICE
E_P128,SUPPORTED_BY,hard_exclusions.csv,HX_FL_SPECIAL_NOT_JACKET
E_P491,SUPPORTED_BY,hard_exclusions.csv,HX_G_ENVELOPE_VACUUM
E_P491,SUPPORTED_BY,hard_exclusions.csv,HX_G_ENVELOPE_CORE_CORROSION
E_P491,SUPPORTED_BY,hard_exclusions.csv,HX_G_FLAT_HAZARD
E_P491,SUPPORTED_BY,hard_exclusions.csv,HX_G_FLAT_HIGH_VAC
